"","seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENTREZID","SYMBOL","GENENAME"
"89","chr2L",1169841,1170595,755,"*","suvar1_peak_136",284,".",3.62933,30.8626,28.4654,206,"2L",1169896,1170437,"suvar2_peak_134",91,".",2.33504,11.0005,9.11354,259,541,"Promoter",1,1167172,1169942,2771,2,"FBgn0024314","FBtr0304710",0,"43978","Plap","Phospholipase A2 activator protein"
"90","chr2L",1172494,1173321,828,"*","suvar1_peak_137",52,".",1.97347,6.86997,5.23749,274,"2L",1172552,1172948,"suvar2_peak_135",26,".",1.64877,4.13031,2.65501,256,396,"Promoter",1,1170753,1172805,2053,2,"FBgn0031317","FBtr0077979",0,"33303","Charon","charon"
"91","chr2L",1172494,1173321,828,"*","suvar1_peak_137",52,".",1.97347,6.86997,5.23749,274,"2L",1173025,1173308,"suvar2_peak_136",66,".",2.31477,8.44899,6.68207,153,283,"Promoter",1,1170753,1172805,2053,2,"FBgn0031317","FBtr0077979",0,"33303","Charon","charon"
"92","chr2L",1177584,1178072,489,"*","suvar1_peak_138",137,".",2.75399,15.7228,13.727,167,"2L",1177696,1178135,"suvar2_peak_137",20,".",1.58939,3.44442,2.03772,13,376,"Promoter",1,1177690,1182454,4765,1,"FBgn0031319","FBtr0077968",0,"33305","CG4896","uncharacterized protein"
"93","chr2L",1183902,1184183,282,"*","suvar1_peak_139",72,".",2.35566,9.02284,7.28648,86,"2L",1183527,1184349,"suvar2_peak_138",58,".",2.23558,7.56802,5.84808,380,282,"Promoter",1,1182297,1184020,1724,2,"FBgn0031320","FBtr0077978",0,"33306","CG5126","uncharacterized protein"
"94","chr2L",1362277,1362624,348,"*","suvar1_peak_141",294,".",3.48464,31.8724,29.4567,154,"2L",1362258,1362627,"suvar2_peak_141",344,".",3.68305,36.9389,34.4074,150,348,"Promoter",1,1359837,1361821,1985,2,"FBgn0053126","FBtr0343844",-456,"33324","NLaz","Neural Lazarillo"
"95","chr2L",1420237,1420602,366,"*","suvar1_peak_142",88,".",2.43123,10.6826,8.87514,162,"2L",1420225,1420499,"suvar2_peak_142",51,".",2.04048,6.82482,5.148,191,263,"Promoter",1,1380086,1420453,40368,2,"FBgn0002543","FBtr0077941",0,"44522","robo2","roundabout 2"
"96","chr2L",1491729,1492498,770,"*","suvar1_peak_143",1186,".",8.19728,122.232,118.665,304,"2L",1491750,1492607,"suvar2_peak_143",919,".",6.07494,95.1937,91.9277,265,748,"Promoter",1,1492295,1493645,1351,1,"FBgn0051928","FBtr0077929",0,"326175","CG31928","uncharacterized protein"
"97","chr2L",1504311,1504749,439,"*","suvar1_peak_144",353,".",4.20084,37.8494,35.3184,199,"2L",1504362,1504703,"suvar2_peak_144",193,".",3.17271,21.5254,19.3002,170,341,"Downstream (<=300bp)",1,1500835,1502904,2070,2,"FBgn0031344","FBtr0077933",-1407,"33332","CG7420","uncharacterized protein"
"98","chr2L",1610564,1611468,905,"*","suvar1_peak_145",198,".",2.92535,22.0715,19.885,676,"2L",1610736,1611510,"suvar2_peak_145",178,".",3.09551,19.9873,17.8005,553,732,"Promoter",1,1611410,1612576,1167,1,"FBgn0031351","FBtr0077876",0,"33341","CG14352","uncharacterized protein"
"99","chr2L",1614039,1614796,758,"*","suvar1_peak_146",887,".",5.63978,91.9659,88.7366,214,"2L",1613770,1614519,"suvar2_peak_146",809,".",5.95718,84.1206,80.9797,512,481,"Promoter",1,1612429,1614160,1732,2,"FBgn0021906","FBtr0334842",0,"44390","RFeSP","Rieske iron-sulfur protein"
"100","chr2L",1704713,1705406,694,"*","suvar1_peak_150",334,".",4.12716,35.9043,33.4071,213,"2L",1704839,1705330,"suvar2_peak_147",235,".",3.68825,25.8458,23.5213,170,491,"Promoter",1,1704902,1706777,1876,1,"FBgn0011570","FBtr0077881",0,"33346","cpb","capping protein beta"
"101","chr2L",1710382,1710781,400,"*","suvar1_peak_151",146,".",2.68874,16.6523,14.6254,203,"2L",1710354,1710757,"suvar2_peak_148",67,".",2.05784,8.53275,6.76049,181,376,"Promoter",1,1707132,1710421,3290,2,"FBgn0031356","FBtr0077912",0,"33347","CG17660","uncharacterized protein"
"102","chr2L",1715751,1716182,432,"*","suvar1_peak_152",567,".",5.52958,59.6454,56.7858,211,"2L",1715684,1716148,"suvar2_peak_149",494,".",5.28945,52.1974,49.444,264,398,"Promoter",1,1711302,1715851,4550,2,"FBgn0086698","FBtr0077911",0,"33349","frtz","fritz"
"103","chr2L",1720202,1720469,268,"*","suvar1_peak_153",47,".",2.03761,6.306,4.70673,127,"2L",1720171,1720440,"suvar2_peak_150",34,".",1.90826,4.97399,3.4294,195,239,"Intron (FBtr0305618/FBgn0031359, intron 1 of 6)",1,1716244,1724388,8145,2,"FBgn0031359","FBtr0305618",3919,"33350","Rim2","Replication in mitochondria 2"
"104","chr2L",1724145,1724694,550,"*","suvar1_peak_155",333,".",3.80929,35.8497,33.3539,292,"2L",1724116,1724661,"suvar2_peak_153",283,".",3.37833,30.779,28.3563,291,517,"Promoter",1,1716244,1724388,8145,2,"FBgn0031359","FBtr0305618",0,"33350","Rim2","Replication in mitochondria 2"
"105","chr2L",1727128,1727923,796,"*","suvar1_peak_156",183,".",3.00577,20.5087,18.3667,492,"2L",1727315,1727751,"suvar2_peak_154",122,".",2.71087,14.2687,12.2543,257,436,"Promoter",1,1724974,1727717,2744,2,"FBgn0000579","FBtr0077909",0,"33351","Eno","Enolase"
"106","chr2L",1732507,1733002,496,"*","suvar1_peak_159",56,".",2.13984,7.32047,5.66576,158,"2L",1732753,1733013,"suvar2_peak_155",55,".",2.15098,7.30006,5.59695,203,249,"Promoter",1,1732524,1750612,18089,1,"FBgn0264494","FBtr0077885",0,"33354","CG17646","uncharacterized protein"
"107","chr2L",1752006,1752303,298,"*","suvar1_peak_160",113,".",2.40165,13.2721,11.3616,171,"2L",1751855,1752257,"suvar2_peak_157",86,".",2.44877,10.4878,8.62325,210,252,"Promoter",1,1750687,1752122,1436,2,"FBgn0027597","FBtr0077903",0,"33356","CG17712","uncharacterized protein"
"108","chr2L",1884236,1884734,499,"*","suvar1_peak_162",1605,".",8.66158,164.687,160.535,262,"2L",1884262,1884916,"suvar2_peak_158",1699,".",9.93358,174.094,169.925,231,472,"Promoter",1,1884622,1943461,58840,1,"FBgn0031374","FBtr0113012",0,"33367","Wdr62","WD repeat domain 62"
"109","chr2L",1909604,1910644,1041,"*","suvar1_peak_164",1187,".",7.44951,122.31,118.741,251,"2L",1909639,1910570,"suvar2_peak_159",1007,".",6.78606,104.108,100.747,216,931,"5' UTR",1,1911742,1943818,32077,1,"FBgn0031374","FBtr0309828",-1098,"33367","Wdr62","WD repeat domain 62"
"110","chr2L",1910960,1911193,234,"*","suvar1_peak_165",43,".",1.991,5.97179,4.39305,72,"2L",1910731,1911131,"suvar2_peak_160",30,".",1.86468,4.51217,3.00448,311,172,"Promoter",1,1911742,1943818,32077,1,"FBgn0031374","FBtr0309828",-549,"33367","Wdr62","WD repeat domain 62"
"111","chr2L",1973959,1974201,243,"*","suvar1_peak_167",134,".",2.59431,15.4645,13.4755,119,"2L",1973958,1974253,"suvar2_peak_161",138,".",2.69346,15.9323,13.8619,140,243,"Promoter",1,1974112,1975413,1302,1,"FBgn0267972","FBtr0077813",0,"33369","Der-1","Derlin-1"
"112","chr2L",1980669,1981032,364,"*","suvar1_peak_168",262,".",3.39947,28.5766,26.2302,149,"2L",1980589,1980975,"suvar2_peak_162",218,".",3.49664,24.1823,21.8955,218,307,"Promoter",1,1975463,1980755,5293,2,"FBgn0031377","FBtr0077869",0,"33370","CG15356","uncharacterized protein"
"113","chr2L",1985991,1986685,695,"*","suvar1_peak_170",96,".",2.57376,11.5087,9.66696,319,"2L",1985818,1986204,"suvar2_peak_164",45,".",2.06137,6.15748,4.52423,270,214,"Promoter",1,1984512,1986955,2444,2,"FBgn0001125","FBtr0077868",270,"33373","Got2","Glutamate oxaloacetate transaminase 2"
"114","chr2L",1985991,1986685,695,"*","suvar1_peak_170",96,".",2.57376,11.5087,9.66696,319,"2L",1986370,1986820,"suvar2_peak_165",75,".",2.39557,9.35613,7.54417,143,315,"Promoter",1,1984512,1986955,2444,2,"FBgn0001125","FBtr0077868",270,"33373","Got2","Glutamate oxaloacetate transaminase 2"
"115","chr2L",1987652,1988286,635,"*","suvar1_peak_171",435,".",4.53765,46.2009,43.5337,199,"2L",1987657,1988028,"suvar2_peak_166",240,".",3.4439,26.371,24.0365,168,371,"Promoter",1,1984512,1987758,3247,2,"FBgn0001125","FBtr0077867",0,"33373","Got2","Glutamate oxaloacetate transaminase 2"
"116","chr2L",2004714,2005159,446,"*","suvar1_peak_172",387,".",4.22786,41.3422,38.7526,238,"2L",2004696,2005124,"suvar2_peak_167",245,".",3.37554,26.9265,24.58,214,411,"Intron (FBtr0309285/FBgn0053543, intron 1 of 6)",1,1997102,2006313,9212,2,"FBgn0053543","FBtr0309285",1154,"3346207","CG33543","uncharacterized protein"
"117","chr2L",2009489,2010180,692,"*","suvar1_peak_173",1200,".",7.26215,123.643,120.059,359,"2L",2009537,2010329,"suvar2_peak_168",1033,".",6.20147,106.693,103.305,285,643,"Promoter",1,2009859,2030536,20678,1,"FBgn0031384","FBtr0301068",0,"33377","CG4238","uncharacterized protein"
"118","chr2L",2014682,2015022,341,"*","suvar1_peak_176",58,".",2.16791,7.51457,5.8498,138,"2L",2014694,2014939,"suvar2_peak_169",21,".",1.67582,3.52577,2.11171,187,245,"Promoter",1,2014449,2014575,127,2,"FBgn0286732","FBtr0474088",-107,"39877416","snoRNA:Or-CD14","snoRNA:Orphan C/D box 14"
"119","chr2L",2037382,2037980,599,"*","suvar1_peak_177",1017,".",6.13064,105.089,101.714,261,"2L",2037418,2038480,"suvar2_peak_170",1166,".",7.13615,120.163,116.639,238,562,"Promoter",1,2037714,2043677,5964,1,"FBgn0003557","FBtr0339529",0,"33379","Su(dx)","Suppressor of deltex"
"120","chr2L",2045406,2045802,397,"*","suvar1_peak_179",76,".",2.44714,9.44634,7.69173,155,"2L",2045368,2045603,"suvar2_peak_171",40,".",2.02603,5.64444,4.04667,199,198,"Promoter",1,2045494,2048002,2509,1,"FBgn0028952","FBtr0310547",0,"48440","Kebab","Kinetochore and EB1 associated basic protein"
"121","chr2L",2130022,2130974,953,"*","suvar1_peak_180",932,".",5.78192,96.5751,93.2987,236,"2L",2130073,2130510,"suvar2_peak_172",648,".",4.41146,67.8394,64.8945,192,437,"Promoter",1,2130813,2137043,6231,1,"FBgn0004507","FBtr0100485",0,"33386","GlyP","Glycogen phosphorylase"
"122","chr2L",2146770,2148043,1274,"*","suvar1_peak_183",475,".",4.4148,50.3009,47.5707,643,"2L",2146221,2147830,"suvar2_peak_174",459,".",4.35285,48.62,45.9153,1203,1061,"Promoter",1,2147518,2151664,4147,1,"FBgn0027509","FBtr0077829",0,"33389","TBCD","tubulin folding cofactor D"
"123","chr2L",2151592,2151967,376,"*","suvar1_peak_184",235,".",3.71352,25.8117,23.5309,172,"2L",2151640,2152014,"suvar2_peak_175",120,".",2.61255,14.0779,12.0708,160,327,"Promoter",1,2151754,2155105,3352,1,"FBgn0031392","FBtr0077831",0,"33390","AIF","Apoptosis inducing factor"
"124","chr2L",2162247,2162795,549,"*","suvar1_peak_185",56,".",2.25469,7.34566,5.68886,337,"2L",2162251,2162926,"suvar2_peak_176",128,".",2.94899,14.9235,12.8862,311,544,"Promoter",1,2156792,2161527,4736,2,"FBgn0000097","FBtr0330659",-720,"33392","aop","anterior open"
"125","chr2L",2163040,2163677,638,"*","suvar1_peak_186",46,".",2.0991,6.2152,4.6205,191,"2L",2163173,2163546,"suvar2_peak_177",34,".",1.9168,4.94182,3.40027,143,373,"Intron (FBtr0077850/FBgn0000097, intron 1 of 3)",1,2156792,2161527,4736,2,"FBgn0000097","FBtr0330659",-1513,"33392","aop","anterior open"
"126","chr2L",2168478,2169133,656,"*","suvar1_peak_190",53,".",2.14291,6.99215,5.35485,285,"2L",2168456,2170158,"suvar2_peak_181",75,".",2.32408,9.3781,7.56464,245,656,"Intron (FBtr0077850/FBgn0000097, intron 1 of 3)",1,2156792,2161527,4736,2,"FBgn0000097","FBtr0330659",-6951,"33392","aop","anterior open"
"127","chr2L",2176640,2176876,237,"*","suvar1_peak_192",24,".",1.68868,3.86164,2.42693,58,"2L",2176489,2176796,"suvar2_peak_183",35,".",1.94409,5.05589,3.50278,107,157,"Intron (FBtr0077850/FBgn0000097, intron 1 of 3)",1,2156484,2178754,22271,2,"FBgn0000097","FBtr0077850",1878,"33392","aop","anterior open"
"128","chr2L",2177666,2177984,319,"*","suvar1_peak_193",33,".",1.8179,4.91293,3.39918,138,"2L",2177789,2178238,"suvar2_peak_184",49,".",1.95618,6.57484,4.91242,264,195,"Promoter",1,2156484,2178754,22271,2,"FBgn0000097","FBtr0077850",770,"33392","aop","anterior open"
"129","chr2L",2178454,2178917,464,"*","suvar1_peak_194",277,".",3.63943,30.1741,27.7939,202,"2L",2178490,2178915,"suvar2_peak_185",172,".",3.26869,19.3773,17.207,172,425,"Promoter",1,2156484,2178754,22271,2,"FBgn0000097","FBtr0077850",0,"33392","aop","anterior open"
"130","chr2L",2192247,2192726,480,"*","suvar1_peak_195",354,".",3.63196,38.0042,35.4701,168,"2L",2192070,2192618,"suvar2_peak_186",451,".",4.69297,47.811,45.1175,312,372,"Promoter",1,2189914,2192386,2473,2,"FBgn0031395","FBtr0077848",0,"33394","CG10874","uncharacterized protein"
"131","chr2L",2194406,2195036,631,"*","suvar1_peak_196",66,".",2.23557,8.37026,6.66492,75,"2L",2194419,2195034,"suvar2_peak_187",93,".",2.51725,11.2094,9.31155,164,615,"Intron (FBtr0330663/FBgn0085201, intron 1 of 2)",1,2192525,2193010,486,2,"FBgn0085201","FBtr0308188",-1396,"5740746","COX7AL2","Cytochrome c oxidase subunit 7A-like 2"
"132","chr2L",2195874,2196508,635,"*","suvar1_peak_197",186,".",2.99776,20.7673,18.618,266,"2L",2195892,2196308,"suvar2_peak_188",120,".",2.74136,14.0621,12.0557,198,416,"Intron (FBtr0330663/FBgn0085201, intron 1 of 2)",1,2192525,2197912,5388,2,"FBgn0085201","FBtr0330663",1404,"5740746","COX7AL2","Cytochrome c oxidase subunit 7A-like 2"
"133","chr2L",2197149,2197607,459,"*","suvar1_peak_198",224,".",3.39712,24.7188,22.4657,172,"2L",2197081,2197832,"suvar2_peak_191",121,".",2.69648,14.1475,12.1383,242,459,"Promoter",1,2192525,2197912,5388,2,"FBgn0085201","FBtr0330663",305,"5740746","COX7AL2","Cytochrome c oxidase subunit 7A-like 2"
"134","chr2L",2197841,2199529,1689,"*","suvar1_peak_199",323,".",3.96323,34.7934,32.3172,468,"2L",2197909,2201409,"suvar2_peak_192",599,".",5.69322,62.8099,59.9247,2121,1620,"Promoter",1,2192525,2197912,5388,2,"FBgn0085201","FBtr0330663",0,"5740746","COX7AL2","Cytochrome c oxidase subunit 7A-like 2"
"135","chr2L",2200194,2201335,1142,"*","suvar1_peak_201",184,".",2.85054,20.6461,18.4998,602,"2L",2197909,2201409,"suvar2_peak_192",599,".",5.69322,62.8099,59.9247,2121,1142,"Distal Intergenic",1,2192525,2197912,5388,2,"FBgn0085201","FBtr0330663",-2282,"5740746","COX7AL2","Cytochrome c oxidase subunit 7A-like 2"
"136","chr2L",2201655,2202565,911,"*","suvar1_peak_202",252,".",3.38904,27.5509,25.227,202,"2L",2201594,2202136,"suvar2_peak_193",214,".",3.18813,23.7706,21.4921,242,482,"Distal Intergenic",1,2203721,2206166,2446,2,"FBgn0051668","FBtr0307523",3601,"33395","CG31668","uncharacterized protein"
"137","chr2L",2203539,2204689,1151,"*","suvar1_peak_203",74,".",2.18251,9.23276,7.48643,472,"2L",2202243,2204578,"suvar2_peak_194",200,".",3.54958,22.3173,20.0741,1956,1040,"3' UTR",1,2203721,2206166,2446,2,"FBgn0051668","FBtr0307523",1477,"33395","CG31668","uncharacterized protein"
"138","chr2L",2212356,2212944,589,"*","suvar1_peak_204",87,".",2.39106,10.5874,8.78284,428,"2L",2212338,2213177,"suvar2_peak_195",80,".",2.29839,9.85169,8.01531,231,589,"Promoter",1,2209574,2212571,2998,2,"FBgn0031397","FBtr0077845",0,"33396","CG15385","uncharacterized protein"
"139","chr2L",2213541,2214040,500,"*","suvar1_peak_205",41,".",1.87117,5.69107,4.12656,416,"2L",2213643,2213944,"suvar2_peak_196",26,".",1.64877,4.13031,2.65501,249,301,"Promoter",1,2212738,2214059,1322,2,"FBgn0010288","FBtr0303459",19,"33397","Uch","Ubiquitin carboxy-terminal hydrolase"
"140","chr2L",2216026,2216301,276,"*","suvar1_peak_206",38,".",1.90074,5.36333,3.81931,209,"2L",2215918,2216270,"suvar2_peak_197",60,".",2.17203,7.77212,6.04198,155,245,"Promoter",1,2214972,2216311,1340,2,"FBgn0031398","FBtr0077843",10,"33398","daed","daedalus"
"141","chr2L",2216709,2217596,888,"*","suvar1_peak_207",148,".",2.65865,16.8964,14.8621,620,"2L",2217155,2217665,"suvar2_peak_198",64,".",2.06494,8.18992,6.43797,175,441,"Promoter",1,2217290,2220625,3336,1,"FBgn0031399","FBtr0077835",0,"33399","mio","missing oocyte"
"142","chr2L",2225798,2226936,1139,"*","suvar1_peak_209",229,".",3.00599,25.2345,22.9679,512,"2L",2225935,2226790,"suvar2_peak_200",168,".",2.70762,19.0335,16.873,326,855,"Promoter",1,2225545,2226294,750,2,"FBgn0031403","FBtr0113015",0,"33403","CG15387","uncharacterized protein"
"143","chr2L",2242471,2243059,589,"*","suvar1_peak_210",73,".",2.36201,9.06731,7.3279,379,"2L",2242512,2242859,"suvar2_peak_202",67,".",2.38034,8.53053,6.75856,226,347,"Promoter",1,2242378,2245274,2897,1,"FBgn0264979","FBtr0335159",93,"33405","CG4267","uncharacterized protein"
"144","chr2L",2364490,2365868,1379,"*","suvar1_peak_213",808,".",6.03981,84.0038,80.8587,765,"2L",2364034,2365770,"suvar2_peak_204",519,".",4.55243,54.7151,51.9291,1196,1281,"Promoter",1,2359142,2364721,5580,2,"FBgn0014010","FBtr0077796",0,"33418","Rab5","Rab5"
"145","chr2L",2374415,2374952,538,"*","suvar1_peak_214",290,".",3.45743,31.4528,29.0436,205,"2L",2374525,2374794,"suvar2_peak_205",114,".",2.48083,13.4674,11.4821,118,269,"Promoter",1,2372455,2374627,2173,2,"FBgn0031418","FBtr0077791",0,"33421","CG3609","uncharacterized protein"
"146","chr2L",2375607,2376260,654,"*","suvar1_peak_215",372,".",3.76153,39.7953,37.2307,465,"2L",2375720,2376291,"suvar2_peak_206",183,".",2.77339,20.5009,18.3022,166,540,"Promoter",1,2375841,2380268,4428,1,"FBgn0031420","FBtr0331438",0,"33423","Atxn7","Ataxin 7"
"147","chr2L",2380547,2381275,729,"*","suvar1_peak_216",321,".",3.96605,34.5813,32.1103,453,"2L",2380667,2381200,"suvar2_peak_207",429,".",4.95803,45.5711,42.9085,282,533,"Promoter",1,2381097,2383073,1977,1,"FBgn0264672","FBtr0077767",0,"33424","Eogt","EGF-domain O-GlcNAc transferase"
"148","chr2L",2492208,2493011,804,"*","suvar1_peak_219",347,".",3.92856,37.3075,34.7861,581,"2L",2492245,2493111,"suvar2_peak_209",231,".",3.81963,25.4363,23.1196,542,766,"Promoter",1,2492955,2497357,4403,1,"FBgn0011818","FBtr0077779",0,"33435","oaf","out at first"
"149","chr2L",2579673,2580350,678,"*","suvar1_peak_222",201,".",3.13547,22.3789,20.1854,479,"2L",2579738,2580347,"suvar2_peak_212",95,".",2.4229,11.4236,9.51716,271,609,"Promoter",1,2579201,2580047,847,2,"FBgn0031436","FBtr0273393",0,"33443","ND-B17.2","NADH dehydrogenase (ubiquinone) B17.2 subunit"
"150","chr2L",2584507,2585758,1252,"*","suvar1_peak_223",880,".",6.6662,91.2225,88.0013,1032,"2L",2585280,2585734,"suvar2_peak_213",807,".",5.84195,83.8843,80.7452,244,454,"Promoter",1,2581281,2585430,4150,2,"FBgn0026479","FBtr0335173",0,"33445","Drp1","Dynamin related protein 1"
"151","chr2L",2700434,2700681,248,"*","suvar1_peak_224",74,".",2.44038,9.16798,7.42512,89,"2L",2700226,2700661,"suvar2_peak_214",380,".",4.8822,40.5948,38.0058,215,228,"Intron (FBtr0301682/FBgn0051690, intron 2 of 7)",1,2695330,2696437,1108,2,"FBgn0031446","FBtr0300986",-3997,"33454","Trf5","TBP-related factor 5"
"152","chr2L",2724422,2725112,691,"*","suvar1_peak_225",551,".",4.50871,57.9865,55.1493,173,"2L",2724433,2724931,"suvar2_peak_215",569,".",4.81484,59.7826,56.9332,163,498,"Promoter",1,2725674,2739830,14157,1,"FBgn0031449","FBtr0334161",-562,"326154","CG31689","uncharacterized protein"
"153","chr2L",2739709,2740378,670,"*","suvar1_peak_226",790,".",5.53999,82.1877,79.0618,293,"2L",2739808,2740260,"suvar2_peak_216",723,".",5.87463,75.4313,72.3926,196,452,"Promoter",1,2739986,2743377,3392,1,"FBgn0031450","FBtr0089751",0,"33458","Hrs","Hepatocyte growth factor regulated tyrosine kinase substrate"
"154","chr2L",2748197,2748845,649,"*","suvar1_peak_228",360,".",3.88762,38.5684,36.0254,452,"2L",2748167,2748801,"suvar2_peak_217",221,".",3.09408,24.4592,22.1648,438,605,"Promoter",1,2746880,2748487,1608,2,"FBgn0250906","FBtr0077739",0,"33461","Pgk","Phosphoglycerate kinase"
"155","chr2L",2750137,2752428,2292,"*","suvar1_peak_230",353,".",3.47946,37.9146,35.3825,183,"2L",2749567,2752438,"suvar2_peak_218",328,".",3.73407,35.3544,32.8491,826,2292,"Promoter",1,2746880,2750147,3268,2,"FBgn0250906","FBtr0330716",0,"33461","Pgk","Phosphoglycerate kinase"
"156","chr2L",2752604,2753421,818,"*","suvar1_peak_231",361,".",3.97126,38.6591,36.1139,326,"2L",2752695,2753356,"suvar2_peak_219",158,".",2.9351,17.947,15.8175,195,661,"Promoter",1,2752800,2756663,3864,1,"FBgn0031453","FBtr0077713",0,"33462","Bacc","Bacchus"
"157","chr2L",2759640,2760138,499,"*","suvar1_peak_233",262,".",3.6978,28.5747,26.2289,169,"2L",2759643,2760219,"suvar2_peak_222",183,".",3.18791,20.5153,18.3162,171,495,"Promoter",1,2758427,2759677,1251,2,"FBgn0031454","FBtr0100383",0,"3771966","HemK2","HemK methyltransferase 2"
"158","chr2L",2765887,2766479,593,"*","suvar1_peak_234",93,".",2.27447,11.189,9.35881,353,"2L",2766070,2766781,"suvar2_peak_223",78,".",2.27481,9.63504,7.80685,333,409,"Promoter",1,2766233,2767154,922,1,"FBgn0031458","FBtr0077716",0,"33467","aph-1","anterior pharynx defective 1"
"159","chr2L",2767577,2768211,635,"*","suvar1_peak_235",139,".",2.70093,15.9674,13.9622,387,"2L",2767374,2767866,"suvar2_peak_224",97,".",2.45081,11.6453,9.72901,280,290,"Promoter",1,2767286,2767845,560,2,"FBgn0026324","FBtr0077735",0,"33468","Taf10b","TBP-associated factor 10b"
"160","chr2L",2767577,2768211,635,"*","suvar1_peak_235",139,".",2.70093,15.9674,13.9622,387,"2L",2767917,2768276,"suvar2_peak_225",63,".",2.20239,8.12624,6.37732,203,294,"Promoter",1,2767286,2767845,560,2,"FBgn0026324","FBtr0077735",0,"33468","Taf10b","TBP-associated factor 10b"
"161","chr2L",2769609,2770416,808,"*","suvar1_peak_236",567,".",5.00698,59.634,56.7744,415,"2L",2769677,2770418,"suvar2_peak_226",338,".",3.67827,36.4088,33.8861,368,739,"Promoter",1,2768590,2770069,1480,2,"FBgn0019830","FBtr0077731",0,"33470","colt","congested-like trachea"
